Meal_ID,Timestamp,Meal_Type,Carbs_g
2025-06-01_Breakfast,2025-06-01 08:15:00,Breakfast,25
2025-06-01_Lunch,2025-06-01 12:45:00,Lunch,57
2025-06-01_Dinner,2025-06-01 18:30:00,Dinner,50
2025-06-01_Snack,2025-06-01 15:30:00,Snack,13
2025-06-02_Breakfast,2025-06-02 08:15:00,Breakfast,26
2025-06-02_Lunch,2025-06-02 12:45:00,Lunch,62
2025-06-02_Dinner,2025-06-02 18:30:00,Dinner,48
2025-06-03_Breakfast,2025-06-03 08:15:00,Breakfast,42
2025-06-03_Lunch,2025-06-03 12:45:00,Lunch,61
2025-06-03_Dinner,2025-06-03 18:30:00,Dinner,57
2025-06-04_Breakfast,2025-06-04 08:15:00,Breakfast,49
2025-06-04_Lunch,2025-06-04 12:45:00,Lunch,48
2025-06-04_Dinner,2025-06-04 18:30:00,Dinner,75
2025-06-04_Snack,2025-06-04 15:30:00,Snack,11
2025-06-05_Breakfast,2025-06-05 08:15:00,Breakfast,54
2025-06-05_Lunch,2025-06-05 12:45:00,Lunch,76
2025-06-05_Dinner,2025-06-05 18:30:00,Dinner,75
2025-06-06_Breakfast,2025-06-06 08:15:00,Breakfast,27
2025-06-06_Lunch,2025-06-06 12:45:00,Lunch,68
2025-06-06_Dinner,2025-06-06 18:30:00,Dinner,46
2025-06-07_Breakfast,2025-06-07 08:15:00,Breakfast,34
2025-06-07_Lunch,2025-06-07 12:45:00,Lunch,69
2025-06-07_Dinner,2025-06-07 18:30:00,Dinner,69
2025-06-08_Breakfast,2025-06-08 08:15:00,Breakfast,52
2025-06-08_Lunch,2025-06-08 12:45:00,Lunch,45
2025-06-08_Dinner,2025-06-08 18:30:00,Dinner,37
2025-06-08_Snack,2025-06-08 15:30:00,Snack,22
2025-06-09_Breakfast,2025-06-09 08:15:00,Breakfast,38
2025-06-09_Lunch,2025-06-09 12:45:00,Lunch,46
2025-06-09_Dinner,2025-06-09 18:30:00,Dinner,50
2025-06-09_Snack,2025-06-09 15:30:00,Snack,11
2025-06-10_Breakfast,2025-06-10 08:15:00,Breakfast,32
2025-06-10_Lunch,2025-06-10 12:45:00,Lunch,73
2025-06-10_Dinner,2025-06-10 18:30:00,Dinner,61
2025-06-11_Breakfast,2025-06-11 08:15:00,Breakfast,51
2025-06-11_Lunch,2025-06-11 12:45:00,Lunch,73
2025-06-11_Dinner,2025-06-11 18:30:00,Dinner,61
2025-06-12_Breakfast,2025-06-12 08:15:00,Breakfast,28
2025-06-12_Lunch,2025-06-12 12:45:00,Lunch,75
2025-06-12_Dinner,2025-06-12 18:30:00,Dinner,51
2025-06-13_Breakfast,2025-06-13 08:15:00,Breakfast,52
2025-06-13_Lunch,2025-06-13 12:45:00,Lunch,56
2025-06-13_Dinner,2025-06-13 18:30:00,Dinner,35
2025-06-13_Snack,2025-06-13 15:30:00,Snack,14
2025-06-14_Breakfast,2025-06-14 08:15:00,Breakfast,27
2025-06-14_Lunch,2025-06-14 12:45:00,Lunch,54
2025-06-14_Dinner,2025-06-14 18:30:00,Dinner,59
2025-06-15_Breakfast,2025-06-15 08:15:00,Breakfast,34
2025-06-15_Lunch,2025-06-15 12:45:00,Lunch,57
2025-06-15_Dinner,2025-06-15 18:30:00,Dinner,73
2025-06-16_Breakfast,2025-06-16 08:15:00,Breakfast,39
2025-06-16_Lunch,2025-06-16 12:45:00,Lunch,65
2025-06-16_Dinner,2025-06-16 18:30:00,Dinner,35
2025-06-17_Breakfast,2025-06-17 08:15:00,Breakfast,35
2025-06-17_Lunch,2025-06-17 12:45:00,Lunch,68
2025-06-17_Dinner,2025-06-17 18:30:00,Dinner,36
2025-06-17_Snack,2025-06-17 15:30:00,Snack,16
2025-06-18_Breakfast,2025-06-18 08:15:00,Breakfast,46
2025-06-18_Lunch,2025-06-18 12:45:00,Lunch,44
2025-06-18_Dinner,2025-06-18 18:30:00,Dinner,71
2025-06-19_Breakfast,2025-06-19 08:15:00,Breakfast,45
2025-06-19_Lunch,2025-06-19 12:45:00,Lunch,45
2025-06-19_Dinner,2025-06-19 18:30:00,Dinner,58
2025-06-20_Breakfast,2025-06-20 08:15:00,Breakfast,31
2025-06-20_Lunch,2025-06-20 12:45:00,Lunch,73
2025-06-20_Dinner,2025-06-20 18:30:00,Dinner,75
2025-06-20_Snack,2025-06-20 15:30:00,Snack,23
2025-06-21_Breakfast,2025-06-21 08:15:00,Breakfast,40
2025-06-21_Lunch,2025-06-21 12:45:00,Lunch,47
2025-06-21_Dinner,2025-06-21 18:30:00,Dinner,59
2025-06-21_Snack,2025-06-21 15:30:00,Snack,19
2025-06-22_Breakfast,2025-06-22 08:15:00,Breakfast,35
2025-06-22_Lunch,2025-06-22 12:45:00,Lunch,66
2025-06-22_Dinner,2025-06-22 18:30:00,Dinner,37
2025-06-22_Snack,2025-06-22 15:30:00,Snack,12
2025-06-23_Breakfast,2025-06-23 08:15:00,Breakfast,55
2025-06-23_Lunch,2025-06-23 12:45:00,Lunch,78
2025-06-23_Dinner,2025-06-23 18:30:00,Dinner,66
2025-06-23_Snack,2025-06-23 15:30:00,Snack,21
2025-06-24_Breakfast,2025-06-24 08:15:00,Breakfast,53
2025-06-24_Lunch,2025-06-24 12:45:00,Lunch,58
2025-06-24_Dinner,2025-06-24 18:30:00,Dinner,48
2025-06-24_Snack,2025-06-24 15:30:00,Snack,25
2025-06-25_Breakfast,2025-06-25 08:15:00,Breakfast,53
2025-06-25_Lunch,2025-06-25 12:45:00,Lunch,79
2025-06-25_Dinner,2025-06-25 18:30:00,Dinner,74
2025-06-25_Snack,2025-06-25 15:30:00,Snack,10
2025-06-26_Breakfast,2025-06-26 08:15:00,Breakfast,45
2025-06-26_Lunch,2025-06-26 12:45:00,Lunch,69
2025-06-26_Dinner,2025-06-26 18:30:00,Dinner,57
2025-06-27_Breakfast,2025-06-27 08:15:00,Breakfast,43
2025-06-27_Lunch,2025-06-27 12:45:00,Lunch,62
2025-06-27_Dinner,2025-06-27 18:30:00,Dinner,44
2025-06-27_Snack,2025-06-27 15:30:00,Snack,16
2025-06-28_Breakfast,2025-06-28 08:15:00,Breakfast,50
2025-06-28_Lunch,2025-06-28 12:45:00,Lunch,73
2025-06-28_Dinner,2025-06-28 18:30:00,Dinner,66
2025-06-28_Snack,2025-06-28 15:30:00,Snack,13
2025-06-29_Breakfast,2025-06-29 08:15:00,Breakfast,45
2025-06-29_Lunch,2025-06-29 12:45:00,Lunch,43
2025-06-29_Dinner,2025-06-29 18:30:00,Dinner,54
2025-06-29_Snack,2025-06-29 15:30:00,Snack,21
2025-06-30_Breakfast,2025-06-30 08:15:00,Breakfast,47
2025-06-30_Lunch,2025-06-30 12:45:00,Lunch,49
2025-06-30_Dinner,2025-06-30 18:30:00,Dinner,59
2025-07-01_Breakfast,2025-07-01 08:15:00,Breakfast,37
2025-07-01_Lunch,2025-07-01 12:45:00,Lunch,58
2025-07-01_Dinner,2025-07-01 18:30:00,Dinner,62
2025-07-02_Breakfast,2025-07-02 08:15:00,Breakfast,49
2025-07-02_Lunch,2025-07-02 12:45:00,Lunch,70
2025-07-02_Dinner,2025-07-02 18:30:00,Dinner,49
2025-07-02_Snack,2025-07-02 15:30:00,Snack,19
2025-07-03_Breakfast,2025-07-03 08:15:00,Breakfast,30
2025-07-03_Lunch,2025-07-03 12:45:00,Lunch,55
2025-07-03_Dinner,2025-07-03 18:30:00,Dinner,69
2025-07-03_Snack,2025-07-03 15:30:00,Snack,24
2025-07-04_Breakfast,2025-07-04 08:15:00,Breakfast,38
2025-07-04_Lunch,2025-07-04 12:45:00,Lunch,67
2025-07-04_Dinner,2025-07-04 18:30:00,Dinner,38
2025-07-05_Breakfast,2025-07-05 08:15:00,Breakfast,40
2025-07-05_Lunch,2025-07-05 12:45:00,Lunch,58
2025-07-05_Dinner,2025-07-05 18:30:00,Dinner,43
2025-07-05_Snack,2025-07-05 15:30:00,Snack,12
2025-07-06_Breakfast,2025-07-06 08:15:00,Breakfast,29
2025-07-06_Lunch,2025-07-06 12:45:00,Lunch,67
2025-07-06_Dinner,2025-07-06 18:30:00,Dinner,70
2025-07-07_Breakfast,2025-07-07 08:15:00,Breakfast,38
2025-07-07_Lunch,2025-07-07 12:45:00,Lunch,74
2025-07-07_Dinner,2025-07-07 18:30:00,Dinner,59
2025-07-08_Breakfast,2025-07-08 08:15:00,Breakfast,41
2025-07-08_Lunch,2025-07-08 12:45:00,Lunch,73
2025-07-08_Dinner,2025-07-08 18:30:00,Dinner,60
2025-07-09_Breakfast,2025-07-09 08:15:00,Breakfast,31
2025-07-09_Lunch,2025-07-09 12:45:00,Lunch,59
2025-07-09_Dinner,2025-07-09 18:30:00,Dinner,45
2025-07-10_Breakfast,2025-07-10 08:15:00,Breakfast,26
2025-07-10_Lunch,2025-07-10 12:45:00,Lunch,80
2025-07-10_Dinner,2025-07-10 18:30:00,Dinner,41
2025-07-11_Breakfast,2025-07-11 08:15:00,Breakfast,54
2025-07-11_Lunch,2025-07-11 12:45:00,Lunch,61
2025-07-11_Dinner,2025-07-11 18:30:00,Dinner,64
2025-07-12_Breakfast,2025-07-12 08:15:00,Breakfast,51
2025-07-12_Lunch,2025-07-12 12:45:00,Lunch,44
2025-07-12_Dinner,2025-07-12 18:30:00,Dinner,58
2025-07-13_Breakfast,2025-07-13 08:15:00,Breakfast,41
2025-07-13_Lunch,2025-07-13 12:45:00,Lunch,71
2025-07-13_Dinner,2025-07-13 18:30:00,Dinner,64
2025-07-14_Breakfast,2025-07-14 08:15:00,Breakfast,37
2025-07-14_Lunch,2025-07-14 12:45:00,Lunch,45
2025-07-14_Dinner,2025-07-14 18:30:00,Dinner,61
2025-07-15_Breakfast,2025-07-15 08:15:00,Breakfast,36
2025-07-15_Lunch,2025-07-15 12:45:00,Lunch,55
2025-07-15_Dinner,2025-07-15 18:30:00,Dinner,60
2025-07-16_Breakfast,2025-07-16 08:15:00,Breakfast,35
2025-07-16_Lunch,2025-07-16 12:45:00,Lunch,68
2025-07-16_Dinner,2025-07-16 18:30:00,Dinner,75
2025-07-16_Snack,2025-07-16 15:30:00,Snack,14
2025-07-17_Breakfast,2025-07-17 08:15:00,Breakfast,31
2025-07-17_Lunch,2025-07-17 12:45:00,Lunch,50
2025-07-17_Dinner,2025-07-17 18:30:00,Dinner,58
2025-07-17_Snack,2025-07-17 15:30:00,Snack,19
2025-07-18_Breakfast,2025-07-18 08:15:00,Breakfast,55
2025-07-18_Lunch,2025-07-18 12:45:00,Lunch,78
2025-07-18_Dinner,2025-07-18 18:30:00,Dinner,71
2025-07-19_Breakfast,2025-07-19 08:15:00,Breakfast,28
2025-07-19_Lunch,2025-07-19 12:45:00,Lunch,59
2025-07-19_Dinner,2025-07-19 18:30:00,Dinner,51
2025-07-19_Snack,2025-07-19 15:30:00,Snack,11
2025-07-20_Breakfast,2025-07-20 08:15:00,Breakfast,42
2025-07-20_Lunch,2025-07-20 12:45:00,Lunch,49
2025-07-20_Dinner,2025-07-20 18:30:00,Dinner,60
2025-07-21_Breakfast,2025-07-21 08:15:00,Breakfast,26
2025-07-21_Lunch,2025-07-21 12:45:00,Lunch,74
2025-07-21_Dinner,2025-07-21 18:30:00,Dinner,55
2025-07-22_Breakfast,2025-07-22 08:15:00,Breakfast,35
2025-07-22_Lunch,2025-07-22 12:45:00,Lunch,77
2025-07-22_Dinner,2025-07-22 18:30:00,Dinner,39
2025-07-23_Breakfast,2025-07-23 08:15:00,Breakfast,36
2025-07-23_Lunch,2025-07-23 12:45:00,Lunch,73
2025-07-23_Dinner,2025-07-23 18:30:00,Dinner,52
2025-07-24_Breakfast,2025-07-24 08:15:00,Breakfast,52
2025-07-24_Lunch,2025-07-24 12:45:00,Lunch,52
2025-07-24_Dinner,2025-07-24 18:30:00,Dinner,53
2025-07-24_Snack,2025-07-24 15:30:00,Snack,23
2025-07-25_Breakfast,2025-07-25 08:15:00,Breakfast,41
2025-07-25_Lunch,2025-07-25 12:45:00,Lunch,56
2025-07-25_Dinner,2025-07-25 18:30:00,Dinner,69
2025-07-26_Breakfast,2025-07-26 08:15:00,Breakfast,42
2025-07-26_Lunch,2025-07-26 12:45:00,Lunch,60
2025-07-26_Dinner,2025-07-26 18:30:00,Dinner,53
2025-07-26_Snack,2025-07-26 15:30:00,Snack,14
2025-07-27_Breakfast,2025-07-27 08:15:00,Breakfast,30
2025-07-27_Lunch,2025-07-27 12:45:00,Lunch,52
2025-07-27_Dinner,2025-07-27 18:30:00,Dinner,62
2025-07-28_Breakfast,2025-07-28 08:15:00,Breakfast,50
2025-07-28_Lunch,2025-07-28 12:45:00,Lunch,50
2025-07-28_Dinner,2025-07-28 18:30:00,Dinner,61
2025-07-29_Breakfast,2025-07-29 08:15:00,Breakfast,51
2025-07-29_Lunch,2025-07-29 12:45:00,Lunch,80
2025-07-29_Dinner,2025-07-29 18:30:00,Dinner,48
2025-07-30_Breakfast,2025-07-30 08:15:00,Breakfast,54
2025-07-30_Lunch,2025-07-30 12:45:00,Lunch,41
2025-07-30_Dinner,2025-07-30 18:30:00,Dinner,40
2025-07-31_Breakfast,2025-07-31 08:15:00,Breakfast,42
2025-07-31_Lunch,2025-07-31 12:45:00,Lunch,50
2025-07-31_Dinner,2025-07-31 18:30:00,Dinner,61
2025-08-01_Breakfast,2025-08-01 08:15:00,Breakfast,45
2025-08-01_Lunch,2025-08-01 12:45:00,Lunch,49
2025-08-01_Dinner,2025-08-01 18:30:00,Dinner,75
2025-08-02_Breakfast,2025-08-02 08:15:00,Breakfast,41
2025-08-02_Lunch,2025-08-02 12:45:00,Lunch,55
2025-08-02_Dinner,2025-08-02 18:30:00,Dinner,65
2025-08-03_Breakfast,2025-08-03 08:15:00,Breakfast,42
2025-08-03_Lunch,2025-08-03 12:45:00,Lunch,67
2025-08-03_Dinner,2025-08-03 18:30:00,Dinner,67
2025-08-04_Breakfast,2025-08-04 08:15:00,Breakfast,32
2025-08-04_Lunch,2025-08-04 12:45:00,Lunch,60
2025-08-04_Dinner,2025-08-04 18:30:00,Dinner,52
2025-08-05_Breakfast,2025-08-05 08:15:00,Breakfast,45
2025-08-05_Lunch,2025-08-05 12:45:00,Lunch,70
2025-08-05_Dinner,2025-08-05 18:30:00,Dinner,69
2025-08-06_Breakfast,2025-08-06 08:15:00,Breakfast,40
2025-08-06_Lunch,2025-08-06 12:45:00,Lunch,65
2025-08-06_Dinner,2025-08-06 18:30:00,Dinner,47
2025-08-06_Snack,2025-08-06 15:30:00,Snack,24
2025-08-07_Breakfast,2025-08-07 08:15:00,Breakfast,35
2025-08-07_Lunch,2025-08-07 12:45:00,Lunch,77
2025-08-07_Dinner,2025-08-07 18:30:00,Dinner,73
2025-08-07_Snack,2025-08-07 15:30:00,Snack,11
2025-08-08_Breakfast,2025-08-08 08:15:00,Breakfast,32
2025-08-08_Lunch,2025-08-08 12:45:00,Lunch,40
2025-08-08_Dinner,2025-08-08 18:30:00,Dinner,46
2025-08-09_Breakfast,2025-08-09 08:15:00,Breakfast,46
2025-08-09_Lunch,2025-08-09 12:45:00,Lunch,53
2025-08-09_Dinner,2025-08-09 18:30:00,Dinner,72
2025-08-10_Breakfast,2025-08-10 08:15:00,Breakfast,54
2025-08-10_Lunch,2025-08-10 12:45:00,Lunch,48
2025-08-10_Dinner,2025-08-10 18:30:00,Dinner,55
2025-08-10_Snack,2025-08-10 15:30:00,Snack,15
2025-08-11_Breakfast,2025-08-11 08:15:00,Breakfast,25
2025-08-11_Lunch,2025-08-11 12:45:00,Lunch,77
2025-08-11_Dinner,2025-08-11 18:30:00,Dinner,62
2025-08-12_Breakfast,2025-08-12 08:15:00,Breakfast,50
2025-08-12_Lunch,2025-08-12 12:45:00,Lunch,58
2025-08-12_Dinner,2025-08-12 18:30:00,Dinner,36
2025-08-13_Breakfast,2025-08-13 08:15:00,Breakfast,41
2025-08-13_Lunch,2025-08-13 12:45:00,Lunch,49
2025-08-13_Dinner,2025-08-13 18:30:00,Dinner,43
2025-08-13_Snack,2025-08-13 15:30:00,Snack,14
2025-08-14_Breakfast,2025-08-14 08:15:00,Breakfast,28
2025-08-14_Lunch,2025-08-14 12:45:00,Lunch,77
2025-08-14_Dinner,2025-08-14 18:30:00,Dinner,54
2025-08-15_Breakfast,2025-08-15 08:15:00,Breakfast,28
2025-08-15_Lunch,2025-08-15 12:45:00,Lunch,60
2025-08-15_Dinner,2025-08-15 18:30:00,Dinner,69
2025-08-15_Snack,2025-08-15 15:30:00,Snack,24
2025-08-16_Breakfast,2025-08-16 08:15:00,Breakfast,48
2025-08-16_Lunch,2025-08-16 12:45:00,Lunch,49
2025-08-16_Dinner,2025-08-16 18:30:00,Dinner,38
2025-08-17_Breakfast,2025-08-17 08:15:00,Breakfast,47
2025-08-17_Lunch,2025-08-17 12:45:00,Lunch,49
2025-08-17_Dinner,2025-08-17 18:30:00,Dinner,61
2025-08-17_Snack,2025-08-17 15:30:00,Snack,11
2025-08-18_Breakfast,2025-08-18 08:15:00,Breakfast,47
2025-08-18_Lunch,2025-08-18 12:45:00,Lunch,60
2025-08-18_Dinner,2025-08-18 18:30:00,Dinner,66
2025-08-19_Breakfast,2025-08-19 08:15:00,Breakfast,43
2025-08-19_Lunch,2025-08-19 12:45:00,Lunch,72
2025-08-19_Dinner,2025-08-19 18:30:00,Dinner,63
2025-08-20_Breakfast,2025-08-20 08:15:00,Breakfast,28
2025-08-20_Lunch,2025-08-20 12:45:00,Lunch,64
2025-08-20_Dinner,2025-08-20 18:30:00,Dinner,49
2025-08-21_Breakfast,2025-08-21 08:15:00,Breakfast,25
2025-08-21_Lunch,2025-08-21 12:45:00,Lunch,53
2025-08-21_Dinner,2025-08-21 18:30:00,Dinner,68
2025-08-21_Snack,2025-08-21 15:30:00,Snack,24
2025-08-22_Breakfast,2025-08-22 08:15:00,Breakfast,48
2025-08-22_Lunch,2025-08-22 12:45:00,Lunch,54
2025-08-22_Dinner,2025-08-22 18:30:00,Dinner,67
2025-08-23_Breakfast,2025-08-23 08:15:00,Breakfast,45
2025-08-23_Lunch,2025-08-23 12:45:00,Lunch,43
2025-08-23_Dinner,2025-08-23 18:30:00,Dinner,71
2025-08-23_Snack,2025-08-23 15:30:00,Snack,17
2025-08-24_Breakfast,2025-08-24 08:15:00,Breakfast,36
2025-08-24_Lunch,2025-08-24 12:45:00,Lunch,71
2025-08-24_Dinner,2025-08-24 18:30:00,Dinner,73
2025-08-24_Snack,2025-08-24 15:30:00,Snack,25
2025-08-25_Breakfast,2025-08-25 08:15:00,Breakfast,30
2025-08-25_Lunch,2025-08-25 12:45:00,Lunch,47
2025-08-25_Dinner,2025-08-25 18:30:00,Dinner,62
2025-08-26_Breakfast,2025-08-26 08:15:00,Breakfast,28
2025-08-26_Lunch,2025-08-26 12:45:00,Lunch,70
2025-08-26_Dinner,2025-08-26 18:30:00,Dinner,71
2025-08-27_Breakfast,2025-08-27 08:15:00,Breakfast,32
2025-08-27_Lunch,2025-08-27 12:45:00,Lunch,72
2025-08-27_Dinner,2025-08-27 18:30:00,Dinner,41
2025-08-28_Breakfast,2025-08-28 08:15:00,Breakfast,26
2025-08-28_Lunch,2025-08-28 12:45:00,Lunch,40
2025-08-28_Dinner,2025-08-28 18:30:00,Dinner,45
2025-08-28_Snack,2025-08-28 15:30:00,Snack,11
2025-08-29_Breakfast,2025-08-29 08:15:00,Breakfast,25
2025-08-29_Lunch,2025-08-29 12:45:00,Lunch,63
2025-08-29_Dinner,2025-08-29 18:30:00,Dinner,58
2025-08-30_Breakfast,2025-08-30 08:15:00,Breakfast,36
2025-08-30_Lunch,2025-08-30 12:45:00,Lunch,45
2025-08-30_Dinner,2025-08-30 18:30:00,Dinner,37
2025-08-31_Breakfast,2025-08-31 08:15:00,Breakfast,47
2025-08-31_Lunch,2025-08-31 12:45:00,Lunch,53
2025-08-31_Dinner,2025-08-31 18:30:00,Dinner,38
2025-09-01_Breakfast,2025-09-01 08:15:00,Breakfast,47
2025-09-01_Lunch,2025-09-01 12:45:00,Lunch,47
2025-09-01_Dinner,2025-09-01 18:30:00,Dinner,65
2025-09-01_Snack,2025-09-01 15:30:00,Snack,22
2025-09-02_Breakfast,2025-09-02 08:15:00,Breakfast,49
2025-09-02_Lunch,2025-09-02 12:45:00,Lunch,43
2025-09-02_Dinner,2025-09-02 18:30:00,Dinner,60
2025-09-03_Breakfast,2025-09-03 08:15:00,Breakfast,27
2025-09-03_Lunch,2025-09-03 12:45:00,Lunch,75
2025-09-03_Dinner,2025-09-03 18:30:00,Dinner,37
2025-09-04_Breakfast,2025-09-04 08:15:00,Breakfast,40
2025-09-04_Lunch,2025-09-04 12:45:00,Lunch,49
2025-09-04_Dinner,2025-09-04 18:30:00,Dinner,49
2025-09-05_Breakfast,2025-09-05 08:15:00,Breakfast,33
2025-09-05_Lunch,2025-09-05 12:45:00,Lunch,62
2025-09-05_Dinner,2025-09-05 18:30:00,Dinner,45
2025-09-06_Breakfast,2025-09-06 08:15:00,Breakfast,51
2025-09-06_Lunch,2025-09-06 12:45:00,Lunch,65
2025-09-06_Dinner,2025-09-06 18:30:00,Dinner,67
2025-09-06_Snack,2025-09-06 15:30:00,Snack,16
2025-09-07_Breakfast,2025-09-07 08:15:00,Breakfast,46
2025-09-07_Lunch,2025-09-07 12:45:00,Lunch,64
2025-09-07_Dinner,2025-09-07 18:30:00,Dinner,43
2025-09-08_Breakfast,2025-09-08 08:15:00,Breakfast,42
2025-09-08_Lunch,2025-09-08 12:45:00,Lunch,56
2025-09-08_Dinner,2025-09-08 18:30:00,Dinner,63
2025-09-08_Snack,2025-09-08 15:30:00,Snack,18
2025-09-09_Breakfast,2025-09-09 08:15:00,Breakfast,29
2025-09-09_Lunch,2025-09-09 12:45:00,Lunch,71
2025-09-09_Dinner,2025-09-09 18:30:00,Dinner,47
2025-09-10_Breakfast,2025-09-10 08:15:00,Breakfast,34
2025-09-10_Lunch,2025-09-10 12:45:00,Lunch,77
2025-09-10_Dinner,2025-09-10 18:30:00,Dinner,50
2025-09-11_Breakfast,2025-09-11 08:15:00,Breakfast,27
2025-09-11_Lunch,2025-09-11 12:45:00,Lunch,80
2025-09-11_Dinner,2025-09-11 18:30:00,Dinner,51
2025-09-12_Breakfast,2025-09-12 08:15:00,Breakfast,40
2025-09-12_Lunch,2025-09-12 12:45:00,Lunch,43
2025-09-12_Dinner,2025-09-12 18:30:00,Dinner,40
2025-09-12_Snack,2025-09-12 15:30:00,Snack,24
2025-09-13_Breakfast,2025-09-13 08:15:00,Breakfast,45
2025-09-13_Lunch,2025-09-13 12:45:00,Lunch,79
2025-09-13_Dinner,2025-09-13 18:30:00,Dinner,41
2025-09-14_Breakfast,2025-09-14 08:15:00,Breakfast,53
2025-09-14_Lunch,2025-09-14 12:45:00,Lunch,53
2025-09-14_Dinner,2025-09-14 18:30:00,Dinner,39
2025-09-14_Snack,2025-09-14 15:30:00,Snack,16
2025-09-15_Breakfast,2025-09-15 08:15:00,Breakfast,51
2025-09-15_Lunch,2025-09-15 12:45:00,Lunch,61
2025-09-15_Dinner,2025-09-15 18:30:00,Dinner,48
2025-09-16_Breakfast,2025-09-16 08:15:00,Breakfast,31
2025-09-16_Lunch,2025-09-16 12:45:00,Lunch,57
2025-09-16_Dinner,2025-09-16 18:30:00,Dinner,40
2025-09-17_Breakfast,2025-09-17 08:15:00,Breakfast,34
2025-09-17_Lunch,2025-09-17 12:45:00,Lunch,57
2025-09-17_Dinner,2025-09-17 18:30:00,Dinner,67
2025-09-17_Snack,2025-09-17 15:30:00,Snack,21
2025-09-18_Breakfast,2025-09-18 08:15:00,Breakfast,44
2025-09-18_Lunch,2025-09-18 12:45:00,Lunch,78
2025-09-18_Dinner,2025-09-18 18:30:00,Dinner,37
2025-09-18_Snack,2025-09-18 15:30:00,Snack,13
2025-09-19_Breakfast,2025-09-19 08:15:00,Breakfast,37
2025-09-19_Lunch,2025-09-19 12:45:00,Lunch,53
2025-09-19_Dinner,2025-09-19 18:30:00,Dinner,41
2025-09-20_Breakfast,2025-09-20 08:15:00,Breakfast,37
2025-09-20_Lunch,2025-09-20 12:45:00,Lunch,67
2025-09-20_Dinner,2025-09-20 18:30:00,Dinner,47
2025-09-21_Breakfast,2025-09-21 08:15:00,Breakfast,26
2025-09-21_Lunch,2025-09-21 12:45:00,Lunch,68
2025-09-21_Dinner,2025-09-21 18:30:00,Dinner,61
2025-09-22_Breakfast,2025-09-22 08:15:00,Breakfast,53
2025-09-22_Lunch,2025-09-22 12:45:00,Lunch,72
2025-09-22_Dinner,2025-09-22 18:30:00,Dinner,56
2025-09-23_Breakfast,2025-09-23 08:15:00,Breakfast,29
2025-09-23_Lunch,2025-09-23 12:45:00,Lunch,40
2025-09-23_Dinner,2025-09-23 18:30:00,Dinner,43
2025-09-23_Snack,2025-09-23 15:30:00,Snack,17
2025-09-24_Breakfast,2025-09-24 08:15:00,Breakfast,55
2025-09-24_Lunch,2025-09-24 12:45:00,Lunch,80
2025-09-24_Dinner,2025-09-24 18:30:00,Dinner,43
2025-09-25_Breakfast,2025-09-25 08:15:00,Breakfast,44
2025-09-25_Lunch,2025-09-25 12:45:00,Lunch,77
2025-09-25_Dinner,2025-09-25 18:30:00,Dinner,72
2025-09-25_Snack,2025-09-25 15:30:00,Snack,21
2025-09-26_Breakfast,2025-09-26 08:15:00,Breakfast,48
2025-09-26_Lunch,2025-09-26 12:45:00,Lunch,49
2025-09-26_Dinner,2025-09-26 18:30:00,Dinner,57
2025-09-27_Breakfast,2025-09-27 08:15:00,Breakfast,44
2025-09-27_Lunch,2025-09-27 12:45:00,Lunch,44
2025-09-27_Dinner,2025-09-27 18:30:00,Dinner,46
2025-09-28_Breakfast,2025-09-28 08:15:00,Breakfast,26
2025-09-28_Lunch,2025-09-28 12:45:00,Lunch,76
2025-09-28_Dinner,2025-09-28 18:30:00,Dinner,60
